id,user,uid,version,changeset,timestamp
4426615,choess,396743,13,50737501,2017-08-01T03:30:54Z
11589551,abergs95,5369304,17,59496085,2018-06-02T22:50:40Z
11589581,crystalwalrein,12290,4,3711679,2010-01-25T15:13:38Z
11589663,42429,42429,8,9712744,2011-11-01T13:56:14Z
11589692,abergs95,5369304,5,59489430,2018-06-02T16:28:32Z
11589697,abergs95,5369304,6,59475973,2018-06-02T02:29:53Z
11589699,florinbadita_telenav,2959379,9,53068677,2017-10-19T13:17:28Z
11589717,42429,42429,24,9712744,2011-11-01T13:56:50Z
11589842,flierfy,445671,5,32026430,2015-06-17T11:09:14Z
11589871,bhousel_bot,2847867,12,50049495,2017-07-05T05:52:16Z
11589902,crystalwalrein,12290,3,3944814,2010-02-22T16:40:47Z
11590014,flierfy,445671,6,32026430,2015-06-17T11:07:16Z
11590075,abergs95,5369304,6,59475999,2018-06-02T02:33:05Z
11590111,njtbusfan,8107451,7,58661381,2018-05-03T21:35:14Z
11590159,Stephen214,4018842,10,56650026,2018-02-25T01:41:43Z
11590250,bhousel_bot,2847867,8,50049495,2017-07-05T05:52:16Z
11590324,MSoslow,400262,5,58139952,2018-04-16T14:32:11Z
11590344,cantor34,7496544,20,55795199,2018-01-27T06:04:42Z
11590460,peace2,119748,2,32875360,2015-07-25T17:47:35Z
11590507,choess,396743,6,44220324,2016-12-06T21:22:38Z
11590539,MSoslow,400262,6,58139717,2018-04-16T14:23:36Z
11590545,Stephen214,4018842,5,56650026,2018-02-25T01:41:43Z
11590614,bhousel_bot,2847867,6,50049495,2017-07-05T05:52:17Z
11590742,Stephen214,4018842,7,56650026,2018-02-25T01:41:43Z
11590794,peace2,119748,6,33299105,2015-08-12T20:00:57Z
11590802,njtbusfan,8107451,5,58491544,2018-04-27T22:55:27Z
11590816,NE2,207745,5,4840120,2010-05-29T09:38:14Z
11590900,njtbusfan,8107451,6,58491544,2018-04-27T22:55:27Z
11590916,choess,396743,4,44220324,2016-12-06T21:22:38Z
11590939,Stephen214,4018842,8,56650026,2018-02-25T01:41:43Z
11590941,Polyglot,15188,12,57976724,2018-04-10T16:19:16Z
11591017,abergs95,5369304,8,59382077,2018-05-29T23:27:54Z
11591075,abergs95,5369304,10,59382077,2018-05-29T23:27:55Z
11591102,abergs95,5369304,8,59496085,2018-06-02T22:50:42Z
11591116,Kathryn Killebrew,2944054,4,55869188,2018-01-29T18:47:11Z
11591119,NE2,207745,5,4840120,2010-05-29T09:39:00Z
11591309,crystalwalrein,12290,2,3944814,2010-02-22T16:41:12Z
11591310,peace2,119748,2,32879095,2015-07-25T21:19:53Z
11591318,choess,396743,3,27034649,2014-11-26T00:03:56Z
11591435,hoream_telenav,4437318,3,58196500,2018-04-18T11:09:24Z
11591437,hoream_telenav,4437318,3,58196500,2018-04-18T11:09:24Z
11591438,hoream_telenav,4437318,4,58196500,2018-04-18T11:09:25Z
11591439,hoream_telenav,4437318,3,58196500,2018-04-18T11:09:25Z
11591441,peace2,119748,3,32881008,2015-07-26T01:20:55Z
11591448,abergs95,5369304,5,59414015,2018-05-31T02:05:05Z
11591512,hoream_telenav,4437318,3,58200509,2018-04-18T13:06:42Z
11591513,peace2,119748,3,32937717,2015-07-28T18:22:31Z
11591514,abergs95,5369304,6,59414015,2018-05-31T02:05:06Z
11591600,peace2,119748,8,32945800,2015-07-29T02:52:44Z
11591601,peace2,119748,6,32916807,2015-07-27T19:35:26Z
11591605,abergs95,5369304,15,59382077,2018-05-29T23:27:56Z
11591729,abergs95,5369304,4,59383561,2018-05-30T02:10:27Z
11591778,PhillyBiker,424977,7,32533349,2015-07-10T02:09:27Z
11591780,NE2,207745,8,4966536,2010-06-12T00:23:29Z
11591784,NE2,207745,5,13076628,2012-09-11T23:19:44Z
11591845,abergs95,5369304,20,59489430,2018-06-02T16:28:27Z
11591846,abergs95,5369304,9,59497719,2018-06-03T02:31:54Z
11591993,hoream_telenav,4437318,4,58196500,2018-04-18T11:09:25Z
11591995,hoream_telenav,4437318,3,58196500,2018-04-18T11:09:25Z
11591996,abergs95,5369304,4,59371827,2018-05-29T15:36:08Z
11592043,bot-mode,451693,2,14802365,2013-01-27T04:20:18Z
11592045,bot-mode,451693,2,14802365,2013-01-27T04:20:19Z
11592152,hoream_telenav,4437318,4,58196500,2018-04-18T11:09:25Z
11592153,abergs95,5369304,3,59383561,2018-05-30T02:10:28Z
11592154,bot-mode,451693,2,14802365,2013-01-27T04:20:38Z
11592155,peace2,119748,3,33088234,2015-08-04T06:22:52Z
11592173,Polyglot,15188,13,57976724,2018-04-10T16:19:16Z
11592199,abergs95,5369304,7,59445251,2018-05-31T22:28:53Z
11592417,abergs95,5369304,4,59369125,2018-05-29T13:49:50Z
11592460,abergs95,5369304,4,59354044,2018-05-29T01:16:54Z
11592464,peace2,119748,5,33254128,2015-08-10T22:53:12Z
11592515,abergs95,5369304,3,59354513,2018-05-29T02:01:42Z
11592517,bot-mode,451693,2,14802365,2013-01-27T04:21:46Z
11592637,peace2,119748,2,32875360,2015-07-25T17:48:40Z
11592745,peace2,119748,5,33219409,2015-08-09T13:33:41Z
11592874,abergs95,5369304,3,59488321,2018-06-02T15:38:05Z
11592949,hoream_telenav,4437318,7,58225039,2018-04-19T07:47:57Z
11593052,abergs95,5369304,5,59475973,2018-06-02T02:29:50Z
11593074,njtbusfan,8107451,10,58637252,2018-05-03T06:55:26Z
11593205,bot-mode,451693,3,14802481,2013-01-27T04:23:30Z
11593328,abergs95,5369304,3,59447313,2018-06-01T01:49:03Z
11593463,abergs95,5369304,10,59445251,2018-05-31T22:28:54Z
11593467,peace2,119748,3,32881008,2015-07-26T01:28:26Z
11593526,bot-mode,451693,3,14802481,2013-01-27T04:24:19Z
11593527,kwiegs0303,1929906,3,21102113,2014-03-14T16:20:21Z
11593531,MSoslow,400262,6,58827953,2018-05-09T18:37:52Z
11593593,peace2,119748,4,32920176,2015-07-27T23:47:49Z
11593636,NE2,207745,18,13076628,2012-09-11T23:18:47Z
11593639,NE2,207745,17,9962626,2011-11-27T01:51:15Z
11593666,abergs95,5369304,5,59488321,2018-06-02T15:38:07Z
11593695,abergs95,5369304,10,59488321,2018-06-02T15:38:06Z
11593696,bhousel_bot,2847867,8,50049495,2017-07-05T05:52:20Z
11593706,florinbadita_telenav,2959379,9,52983915,2017-10-16T14:25:39Z
11593830,abergs95,5369304,9,59520842,2018-06-04T02:05:50Z
11593838,abergs95,5369304,4,59488321,2018-06-02T15:38:03Z
11593875,hoream_telenav,4437318,4,58195939,2018-04-18T10:40:37Z
11593985,abergs95,5369304,3,59378812,2018-05-29T20:25:45Z
11594126,peace2,119748,4,32876360,2015-07-25T18:37:24Z
11594137,abergs95,5369304,4,59414015,2018-05-31T02:05:03Z
11594213,peace2,119748,3,33257602,2015-08-11T04:45:48Z
11594329,peace2,119748,7,32875161,2015-07-25T17:08:51Z
11594397,NE2,207745,3,5048217,2010-06-22T04:52:37Z
11594454,peace2,119748,4,32876360,2015-07-25T18:44:23Z
11594506,abergs95,5369304,5,59511588,2018-06-03T15:27:10Z
11594520,hoream_telenav,4437318,3,58196500,2018-04-18T11:09:26Z
11594521,bot-mode,451693,2,14802481,2013-01-27T04:27:06Z
11594523,hoream_telenav,4437318,7,58196500,2018-04-18T11:09:26Z
11594549,njtbusfan,8107451,16,58491544,2018-04-27T22:55:28Z
11594591,abergs95,5369304,5,59511588,2018-06-03T15:27:08Z
11594614,hoream_telenav,4437318,4,58196500,2018-04-18T11:09:26Z
11594616,abergs95,5369304,4,59414015,2018-05-31T02:05:03Z
11594651,abergs95,5369304,5,59381658,2018-05-29T22:53:04Z
11594773,peace2,119748,5,38735275,2016-04-20T17:53:58Z
11594810,bhousel_bot,2847867,5,50049495,2017-07-05T05:52:21Z
11594811,bhousel_bot,2847867,5,50049495,2017-07-05T05:52:21Z
11594814,bot-mode,451693,2,14802481,2013-01-27T04:27:51Z
11594882,abergs95,5369304,7,59414015,2018-05-31T02:05:05Z
11594935,peace2,119748,9,32913896,2015-07-27T17:08:57Z
11594936,hoream_telenav,4437318,3,58225039,2018-04-19T07:47:57Z
11594938,abergs95,5369304,6,59350506,2018-05-28T20:43:37Z
11594951,peace2,119748,4,33254128,2015-08-10T22:09:23Z
11595024,abergs95,5369304,3,59383561,2018-05-30T02:10:28Z
11595130,bhousel_bot,2847867,15,50049495,2017-07-05T05:52:21Z
11595138,peace2,119748,4,32937717,2015-07-28T18:50:36Z
11595145,peace2,119748,3,32875360,2015-07-25T17:44:10Z
11595218,torapa,5446055,4,46765270,2017-03-11T15:42:06Z
11595225,peace2,119748,4,32847751,2015-07-24T12:01:58Z
11595226,abergs95,5369304,4,59511588,2018-06-03T15:27:06Z
11595227,abergs95,5369304,4,59511588,2018-06-03T15:27:07Z
11595363,abergs95,5369304,11,59382077,2018-05-29T23:27:55Z
11595381,peace2,119748,9,33295730,2015-08-12T16:47:06Z
11595389,abergs95,5369304,4,59497029,2018-06-03T00:55:58Z
11595390,abergs95,5369304,6,57903554,2018-04-08T01:31:33Z
11595520,abergs95,5369304,5,59511588,2018-06-03T15:27:11Z
11595533,abergs95,5369304,4,59475973,2018-06-02T02:29:49Z
11595591,njtbusfan,8107451,9,58661381,2018-05-03T21:35:20Z
11595614,hoream_telenav,4437318,4,58196551,2018-04-18T11:13:06Z
11595836,peace2,119748,3,33099981,2015-08-04T14:46:28Z
11595879,peace2,119748,3,32875360,2015-07-25T17:52:28Z
11595882,bot-mode,451693,2,14802481,2013-01-27T04:30:43Z
11595885,hoream_telenav,4437318,4,58195939,2018-04-18T10:40:38Z
11595925,abergs95,5369304,11,59489430,2018-06-02T16:28:33Z
11595939,abergs95,5369304,7,59497328,2018-06-03T01:41:29Z
11596036,abergs95,5369304,5,59511588,2018-06-03T15:27:09Z
11596038,abergs95,5369304,5,59497328,2018-06-03T01:41:26Z
11596049,abergs95,5369304,9,59447682,2018-06-01T02:38:04Z
11596065,PhillyBiker,424977,5,32533349,2015-07-10T02:09:27Z
11596085,MSoslow,400262,3,59467793,2018-06-01T17:27:33Z
11596086,abergs95,5369304,3,59354513,2018-05-29T02:01:41Z
11596163,abergs95,5369304,8,59511588,2018-06-03T15:27:10Z
11596165,abergs95,5369304,5,59497328,2018-06-03T01:41:27Z
11596193,peace2,119748,5,32875360,2015-07-25T17:18:00Z
11596195,peace2,119748,5,32876360,2015-07-25T18:37:25Z
11596206,abergs95,5369304,10,59354044,2018-05-29T01:16:54Z
11596208,MSoslow,400262,3,34910220,2015-10-27T18:28:28Z
11596316,abergs95,5369304,4,59447682,2018-06-01T02:38:05Z
11596322,hoream_telenav,4437318,10,58200509,2018-04-18T13:06:42Z
11596379,hoream_telenav,4437318,6,58200509,2018-04-18T13:06:43Z
11596380,hoream_telenav,4437318,4,58200509,2018-04-18T13:06:43Z
11596399,peace2,119748,3,32875360,2015-07-25T17:42:20Z
11596406,NE2,207745,15,9917558,2011-11-23T07:32:25Z
11596441,njtbusfan,8107451,29,58249192,2018-04-20T01:26:27Z
11596460,abergs95,5369304,6,59497328,2018-06-03T01:41:28Z
11596475,peace2,119748,4,32897232,2015-07-26T20:46:04Z
11596564,MSoslow,400262,11,59571418,2018-06-05T14:18:03Z
11596565,bot-mode,451693,3,14802481,2013-01-27T04:32:15Z
11596764,abergs95,5369304,17,59497328,2018-06-03T01:41:29Z
11596814,choess,396743,12,44199942,2016-12-06T05:55:35Z
11596836,flierfy,445671,9,32026430,2015-06-17T11:07:17Z
11596850,choess,396743,10,44220324,2016-12-06T21:22:38Z
11596878,flierfy,445671,5,32026430,2015-06-17T11:07:29Z
11596999,florinbadita_telenav,2959379,20,52983915,2017-10-16T14:25:40Z
11597146,abergs95,5369304,5,59475973,2018-06-02T02:29:46Z
11597152,abergs95,5369304,5,59378812,2018-05-29T20:25:44Z
11597153,KristenK,1494110,3,22012503,2014-04-28T23:11:24Z
11597210,MSoslow,400262,4,58827953,2018-05-09T18:37:52Z
11597211,hoream_telenav,4437318,5,58196500,2018-04-18T11:09:28Z
11597331,njtbusfan,8107451,24,58634789,2018-05-03T04:31:04Z
11597335,abergs95,5369304,7,59382077,2018-05-29T23:27:56Z
11597364,hoream_telenav,4437318,4,58195939,2018-04-18T10:40:38Z
11597425,abergs95,5369304,7,59354513,2018-05-29T02:01:39Z
11597538,abergs95,5369304,3,59381658,2018-05-29T22:53:03Z
11597656,abergs95,5369304,5,59475973,2018-06-02T02:29:47Z
11597703,abergs95,5369304,3,59445251,2018-05-31T22:28:54Z
11597718,abergs95,5369304,4,59511588,2018-06-03T15:27:11Z
11597737,peace2,119748,3,36713244,2016-01-21T04:17:35Z
11597750,peace2,119748,3,32875360,2015-07-25T17:42:21Z
11597767,M_Pluta,1933690,6,21017762,2014-03-10T02:31:23Z
11597769,abergs95,5369304,8,59383561,2018-05-30T02:10:27Z
11597813,abergs95,5369304,5,59488321,2018-06-02T15:38:02Z
11597838,abergs95,5369304,5,59497328,2018-06-03T01:41:27Z
11597897,bot-mode,451693,2,14802481,2013-01-27T04:35:14Z
11597945,hoream_telenav,4437318,5,58200509,2018-04-18T13:06:43Z
11597946,MSoslow,400262,6,58342839,2018-04-23T15:42:49Z
11597991,abergs95,5369304,5,59511588,2018-06-03T15:27:08Z
11597992,peace2,119748,5,32844826,2015-07-24T09:21:26Z
11597994,abergs95,5369304,5,59497719,2018-06-03T02:31:55Z
11598050,abergs95,5369304,7,59497029,2018-06-03T00:55:59Z
11598059,peace2,119748,7,33297600,2015-08-12T18:57:03Z
11598131,peace2,119748,4,32875360,2015-07-25T17:45:49Z
11598165,bot-mode,451693,2,14802481,2013-01-27T04:35:49Z
11598260,peace2,119748,5,33099981,2015-08-04T14:46:28Z
11598262,abergs95,5369304,4,59447313,2018-06-01T01:49:02Z
11598333,abergs95,5369304,9,59475973,2018-06-02T02:29:46Z
11598335,abergs95,5369304,4,59475973,2018-06-02T02:29:47Z
11598407,hoream_telenav,4437318,3,58196500,2018-04-18T11:09:28Z
11598474,bot-mode,451693,2,14802481,2013-01-27T04:36:40Z
11598487,abergs95,5369304,7,59497328,2018-06-03T01:41:27Z
11598520,peace2,119748,3,33297978,2015-08-12T19:07:54Z
11598529,abergs95,5369304,8,59382077,2018-05-29T23:27:56Z
11598530,abergs95,5369304,10,59495276,2018-06-02T21:49:51Z
11598553,PhillyBiker,424977,7,32533349,2015-07-10T02:09:29Z
11598599,NE2,207745,12,5048217,2010-06-22T04:53:02Z
11598653,abergs95,5369304,3,59354513,2018-05-29T02:01:41Z
11598671,hoream_telenav,4437318,3,58196500,2018-04-18T11:09:28Z
11598672,abergs95,5369304,10,59354513,2018-05-29T02:01:40Z
11598715,hoream_telenav,4437318,4,58225039,2018-04-19T07:47:58Z
11598716,abergs95,5369304,8,59488321,2018-06-02T15:38:07Z
11598720,hoream_telenav,4437318,4,58195939,2018-04-18T10:40:38Z
11598777,abergs95,5369304,5,59475973,2018-06-02T02:29:47Z
11598785,abergs95,5369304,3,59475973,2018-06-02T02:29:53Z
11598853,abergs95,5369304,5,59511588,2018-06-03T15:27:11Z
11598857,eugenebata,624003,14,32206304,2015-06-25T14:16:57Z
11598974,karitotp,2748195,3,45112740,2017-01-12T18:40:50Z
11598979,Matt1993,1891499,3,26878984,2014-11-19T04:10:25Z
11598985,njtbusfan,8107451,7,58661381,2018-05-03T21:35:25Z
11598988,bhousel_bot,2847867,6,50049495,2017-07-05T05:52:24Z
11599027,Prof Eric Cameron,5177123,6,47762859,2017-04-14T02:32:02Z
11599035,njtbusfan,8107451,16,58661381,2018-05-03T21:35:25Z
11599083,abergs95,5369304,7,59497328,2018-06-03T01:41:29Z
11599100,peace2,119748,10,32913474,2015-07-27T16:56:04Z
11599185,peace2,119748,6,33295936,2015-08-12T17:14:56Z
11599187,peace2,119748,5,36711835,2016-01-20T23:49:25Z
11599190,peace2,119748,5,36711835,2016-01-20T23:49:25Z
11599192,peace2,119748,4,33295936,2015-08-12T17:14:31Z
11599193,peace2,119748,5,36711835,2016-01-20T23:49:26Z
11599196,bot-mode,451693,2,14802481,2013-01-27T04:38:32Z
11599425,njtbusfan,8107451,5,58634789,2018-05-03T04:31:05Z
11599447,abergs95,5369304,3,59475973,2018-06-02T02:29:50Z
11599448,abergs95,5369304,9,59475973,2018-06-02T02:29:48Z
11599449,peace2,119748,11,36712146,2016-01-21T00:23:30Z
11599481,abergs95,5369304,6,59475973,2018-06-02T02:29:51Z
11599482,Luis36995,1829683,6,40842885,2016-07-18T21:59:41Z
11599485,peace2,119748,3,33219409,2015-08-09T13:32:38Z
11599496,bot-mode,451693,2,14802481,2013-01-27T04:39:26Z
11599497,abergs95,5369304,6,59354513,2018-05-29T02:01:39Z
11599519,abergs95,5369304,3,59447682,2018-06-01T02:38:04Z
11599546,MSoslow,400262,5,56354427,2018-02-14T14:19:14Z
11599547,Ann Khroshun,7693441,14,58057893,2018-04-13T08:57:06Z
11599549,peace2,119748,3,32834758,2015-07-23T19:39:51Z
11599707,abergs95,5369304,6,59475973,2018-06-02T02:29:50Z
11599801,bot-mode,451693,2,14802481,2013-01-27T04:40:20Z
11599850,MSoslow,400262,6,59571418,2018-06-05T14:18:02Z
11599852,MSoslow,400262,6,57807237,2018-04-04T15:33:27Z
11599921,bot-mode,451693,5,14802481,2013-01-27T04:40:42Z
11599943,hoream_telenav,4437318,3,58200509,2018-04-18T13:06:43Z
11599949,abergs95,5369304,6,59447313,2018-06-01T01:49:00Z
11600068,abergs95,5369304,26,59475973,2018-06-02T02:29:49Z
11600078,abergs95,5369304,5,59475973,2018-06-02T02:29:48Z
11600164,abergs95,5369304,7,59489430,2018-06-02T16:28:29Z
11600195,abergs95,5369304,3,59354513,2018-05-29T02:01:41Z
11600333,bot-mode,451693,2,14802481,2013-01-27T04:41:42Z
11600353,peace2,119748,4,32875360,2015-07-25T17:44:09Z
11600407,bhousel_bot,2847867,9,50049549,2017-07-05T05:57:02Z
11600453,abergs95,5369304,4,59383561,2018-05-30T02:10:29Z
11600566,Omnific2,2027261,3,22381462,2014-05-17T00:44:03Z
11600576,abergs95,5369304,3,59475973,2018-06-02T02:29:51Z
11600578,abergs95,5369304,6,59488321,2018-06-02T15:38:05Z
11600586,Omnific2,2027261,4,22381253,2014-05-17T00:02:38Z
11600588,abergs95,5369304,5,59382077,2018-05-29T23:27:56Z
11600659,peace2,119748,8,33295730,2015-08-12T16:47:28Z
11600699,abergs95,5369304,4,59447313,2018-06-01T01:49:02Z
11600700,abergs95,5369304,5,59475973,2018-06-02T02:29:47Z
11600724,bot-mode,451693,7,14802481,2013-01-27T04:42:28Z
11600757,abergs95,5369304,5,59511588,2018-06-03T15:27:07Z
11600832,njtbusfan,8107451,10,58637252,2018-05-03T06:56:24Z
11600834,njtbusfan,8107451,8,58661381,2018-05-03T21:35:27Z
11600987,peace2,119748,5,32875360,2015-07-25T17:18:00Z
11600993,peace2,119748,8,32914266,2015-07-27T17:24:36Z
11601052,hoream_telenav,4437318,6,58225039,2018-04-19T07:47:59Z
11601091,hoream_telenav,4437318,7,58200509,2018-04-18T13:06:44Z
11601095,peace2,119748,4,33219409,2015-08-09T13:33:41Z
11601217,peace2,119748,3,33257602,2015-08-11T04:46:06Z
11601236,kwiegs0303,1929906,3,21086160,2014-03-13T17:34:16Z
11601237,abergs95,5369304,4,59447682,2018-06-01T02:38:06Z
11601238,abergs95,5369304,7,59447313,2018-06-01T01:49:03Z
11601240,abergs95,5369304,4,59447682,2018-06-01T02:38:05Z
11601247,hoream_telenav,4437318,4,58196500,2018-04-18T11:09:29Z
11601278,MSoslow,400262,9,57807237,2018-04-04T15:33:27Z
11601286,peace2,119748,3,33097476,2015-08-04T13:19:52Z
11601305,NE2,207745,4,4966536,2010-06-12T00:23:00Z
11601306,MSoslow,400262,5,56354427,2018-02-14T14:19:14Z
11601352,peace2,119748,4,32945800,2015-07-29T02:52:44Z
11601397,Polyglot,15188,10,57976724,2018-04-10T16:19:16Z
11601450,Prof Eric Cameron,5177123,3,47881458,2017-04-17T18:44:00Z
11601506,abergs95,5369304,4,59511588,2018-06-03T15:27:10Z
11601507,MSoslow,400262,5,41192944,2016-08-02T14:02:31Z
11601644,njtbusfan,8107451,12,58661381,2018-05-03T21:35:28Z
11601730,torapa,5446055,3,46765270,2017-03-11T15:42:13Z
11601747,peace2,119748,3,32937717,2015-07-28T18:22:30Z
11601878,abergs95,5369304,11,59475973,2018-06-02T02:29:48Z
11601923,hoream_telenav,4437318,4,58196500,2018-04-18T11:09:29Z
11601978,peace2,119748,3,33254128,2015-08-10T22:50:04Z
11601998,peace2,119748,5,32875360,2015-07-25T17:32:35Z
11602014,bot-mode,451693,2,14802481,2013-01-27T04:45:40Z
11602015,abergs95,5369304,3,59378812,2018-05-29T20:25:46Z
11602041,abergs95,5369304,10,59497029,2018-06-03T00:56:01Z
11602042,peace2,119748,4,32945800,2015-07-29T02:35:41Z
11602057,eugenebata,624003,9,29722525,2015-03-25T09:18:09Z
11602059,eugenebata,624003,8,29722525,2015-03-25T09:18:09Z
11602172,hoream_telenav,4437318,7,58225039,2018-04-19T07:47:59Z
11602303,abergs95,5369304,9,59354044,2018-05-29T01:16:53Z
11602317,peace2,119748,3,32875360,2015-07-25T17:28:24Z
11602395,MSoslow,400262,6,59467793,2018-06-01T17:27:34Z
11602441,peace2,119748,6,32875360,2015-07-25T17:18:22Z
11602445,bot-mode,451693,2,14802481,2013-01-27T04:46:57Z
11602572,bot-mode,451693,11,14802481,2013-01-27T04:47:19Z
11602573,peace2,119748,7,32832422,2015-07-23T18:23:11Z
11602574,abergs95,5369304,9,59497328,2018-06-03T01:41:29Z
11602596,abergs95,5369304,4,59447313,2018-06-01T01:49:02Z
11602600,abergs95,5369304,9,59475973,2018-06-02T02:29:50Z
11602616,bot-mode,451693,2,14802481,2013-01-27T04:47:28Z
11602622,peace2,119748,12,32876360,2015-07-25T18:34:03Z
11602643,hoream_telenav,4437318,5,58196551,2018-04-18T11:13:07Z
11602665,bot-mode,451693,3,14802481,2013-01-27T04:47:36Z
12108970,bot-mode,451693,3,14813962,2013-01-27T21:20:18Z
12108977,bot-mode,451693,3,14813962,2013-01-27T21:20:18Z
12108982,bot-mode,451693,3,14813962,2013-01-27T21:20:19Z
12108996,bot-mode,451693,3,14813962,2013-01-27T21:20:19Z
12109000,bot-mode,451693,3,14813962,2013-01-27T21:20:19Z
12109004,bot-mode,451693,3,14813962,2013-01-27T21:20:19Z
12109011,Ann Khroshun,7693441,5,58203707,2018-04-18T14:36:21Z
12109017,bot-mode,451693,3,14813962,2013-01-27T21:20:19Z
12109020,Ann Khroshun,7693441,4,58168727,2018-04-17T13:48:23Z
12109127,Ann Khroshun,7693441,7,58202572,2018-04-18T14:02:35Z
12109133,eugenebata,624003,4,31071756,2015-05-13T02:14:55Z
12109136,Aaron Lidman,53073,4,29888655,2015-03-31T19:43:10Z
12109175,bot-mode,451693,2,14813962,2013-01-27T21:20:23Z
12109179,StackKorora,3009398,15,48887605,2017-05-22T12:54:19Z
12109183,njtbusfan,8107451,12,58634789,2018-05-03T04:31:08Z
12109189,marthaleena,5659851,9,53765602,2017-11-14T09:21:57Z
12109292,ranjithjoy,5623648,9,53760905,2017-11-14T05:27:58Z
12109435,marthaleena,5659851,10,53761181,2017-11-14T05:45:45Z
12109553,Bhojaraj,4647004,8,53761826,2017-11-14T06:25:54Z
12109634,Stephen214,4018842,12,56649497,2018-02-25T00:48:50Z
12109729,PhillyBiker,424977,5,28239728,2015-01-18T20:36:50Z
12109730,aarthy,2985232,5,34060339,2015-09-16T11:14:56Z
12109920,muziriana,6058023,7,53762791,2017-11-14T07:13:05Z
12109956,Milenko,15169,1,482503,2007-11-12T13:27:30Z
12109986,eugenebata,624003,13,31071756,2015-05-13T02:15:05Z
12110071,Aaron Lidman,53073,2,29888655,2015-03-31T19:43:09Z
12110174,Stephen214,4018842,9,56649497,2018-02-25T00:48:50Z
12110197,Roadsguy,734072,6,54848112,2017-12-22T19:07:23Z
12110364,TeresaPeteti,5648480,8,53765803,2017-11-14T09:30:44Z
12110413,bot-mode,451693,4,14813962,2013-01-27T21:20:25Z
12110439,NE2,207745,9,5065366,2010-06-24T11:23:01Z
12110509,Stephen214,4018842,9,56649391,2018-02-25T00:37:16Z
12110512,Roadsguy,734072,4,47756998,2017-04-13T20:56:46Z
12110657,Stephen214,4018842,11,56649417,2018-02-25T00:40:01Z
12110705,Stephen214,4018842,9,56649391,2018-02-25T00:37:16Z
12110736,Stephen214,4018842,4,56649497,2018-02-25T00:48:50Z
12110894,Stephen214,4018842,8,56649497,2018-02-25T00:48:50Z
12110926,dchiles,153669,4,34979432,2015-10-30T19:34:39Z
12110973,NE2,207745,12,5013618,2010-06-18T04:04:56Z
12111090,Matt1993,1891499,5,33623810,2015-08-27T15:34:51Z
12111101,Roadsguy,734072,26,13458044,2012-10-11T18:38:50Z
12111132,TeresaPeteti,5648480,4,53765008,2017-11-14T08:56:40Z
12111136,PhillyBiker,424977,3,14148111,2012-12-04T04:35:20Z
12111307,eugenebata,624003,5,29818921,2015-03-29T04:48:51Z
12111319,Stephen214,4018842,12,56649417,2018-02-25T00:40:01Z
12111355,Ann Khroshun,7693441,4,58165765,2018-04-17T11:58:57Z
12111358,Matt1993,1891499,5,21487303,2014-04-04T06:10:06Z
12111422,bot-mode,451693,3,14813962,2013-01-27T21:20:31Z
12111450,stevea,123633,9,40467582,2016-07-03T22:30:27Z
12111495,Chris Lawrence,36121,19,53513381,2017-11-04T20:25:24Z
12111554,Roadsguy,734072,6,54848112,2017-12-22T19:07:23Z
12111563,florinbadita_telenav,2959379,8,53068684,2017-10-19T13:17:43Z
12111579,Roadsguy,734072,6,43927009,2016-11-24T17:52:50Z
12111583,eugenebata,624003,5,31894145,2015-06-11T11:34:30Z
12111642,ChrisZontine,1376118,4,22054669,2014-04-30T23:54:15Z
12111645,Milenko,15169,1,482503,2007-11-12T13:43:08Z
12111648,Ann Khroshun,7693441,12,58169160,2018-04-17T14:00:56Z
12111684,Stephen214,4018842,5,56649497,2018-02-25T00:48:51Z
12111747,Roadsguy,734072,9,43927009,2016-11-24T17:52:50Z
12111762,RichRico,2219338,6,53754447,2017-11-13T22:42:25Z
12111815,Milenko,15169,1,482503,2007-11-12T13:44:42Z
12111821,hoream_telenav,4437318,2,58167291,2018-04-17T12:59:19Z
12111949,Roadsguy,734072,9,47756998,2017-04-13T20:56:47Z
12111954,crystalwalrein,12290,2,3853556,2010-02-12T03:53:40Z
12111986,Matt1993,1891499,19,22840400,2014-06-10T01:06:34Z
12112003,Stephen214,4018842,12,56649497,2018-02-25T00:48:51Z
12112004,choess,396743,3,29778436,2015-03-27T14:11:45Z
12112006,hoream_telenav,4437318,2,58167382,2018-04-17T13:02:49Z
12112012,mattflaschen,25985,2,32379764,2015-07-03T06:15:03Z
12112128,Stephen214,4018842,17,56649417,2018-02-25T00:40:01Z
12112157,ranjithjoy,5623648,9,53760540,2017-11-14T05:04:34Z
12112219,pkoby,999995,4,21480127,2014-04-03T16:49:13Z
12112284,Matt1993,1891499,3,33623810,2015-08-27T15:34:52Z
12112294,PhillyBiker,424977,2,18183438,2013-10-04T18:26:27Z
12112343,RichRico,2219338,10,53745862,2017-11-13T16:53:19Z
12112385,piligab,3877019,8,53749587,2017-11-13T19:13:59Z
12112389,Stephen214,4018842,6,56649497,2018-02-25T00:48:51Z
12112396,flierfy,445671,12,55811337,2018-01-27T18:30:25Z
12112424,ElliottPlack,105946,16,43666917,2016-11-15T10:47:27Z
12112430,dchiles,153669,6,37280886,2016-02-18T06:31:26Z
12112454,krinkov76239,7409020,10,59754450,2018-06-11T20:49:06Z
12112463,Stephen214,4018842,13,56649497,2018-02-25T00:48:51Z
